-6.47985816672 54.7219406626 -12
-6.48099042199 54.7209111047 -12
-6.48334928714 54.7181656169 -12
-6.48617992531 54.7146765596 -12
-6.48787830822 54.7119310718 -12
-6.48787830822 54.7095287701 -12
-6.48901056349 54.7050101548 -12
-6.48844443585 54.7011779115 -12
-6.48674605295 54.6987756097 -12
-6.48617992531 54.6970596799 -12
-6.48504767004 54.6949433664 -12
-6.4827831595 54.6904819488 -12
-6.48042429436 54.6863065195 -12
-6.47759365618 54.6842474037 -12
-6.47589527328 54.6807583464 -12
-6.4730646351 54.6780128586 -12
-6.47013964232 54.6748669873 -12
-6.47013964232 54.671034744 -12
-6.47080012456 54.6682892562 -12
-6.47080012456 54.6648001989 -12
-6.47136625219 54.6610251532 -12
-6.47080012456 54.6575360959 -12
-6.46900738705 54.656163352 -12
-6.46957351468 54.6541042362 -12
-6.47249850746 54.6509583648 -12
-6.474763018 54.6471833192 -12
-6.47589527328 54.6443806337 -12
-6.47702752855 54.641978332 -12
-6.47872591145 54.6395760302 -12
-6.48042429436 54.6384892746 -12
-6.4827831595 54.6364301588 -12
-6.48334928714 54.634714229 -12
-6.48165090423 54.6336846711 -12
-6.47985816672 54.6336846711 -12
-6.48165090423 54.6322547295 -12
-6.48334928714 54.6308819857 -12
-6.48391541477 54.6284796839 -12
-6.48334928714 54.6277933119 -12
-6.48099042199 54.627450126 -12
-6.47363076273 54.626763754 -12
-6.47013964232 54.6256769985 -12
-6.46957351468 54.6229315107 -12
-6.46957351468 54.6194424534 -12
-6.46957351468 54.6177265235 -12
-6.47193237983 54.6142946639 -12
-6.47193237983 54.6132079083 -12
-6.47080012456 54.6121783504 -12
-6.474763018 54.6104624205 -12
-6.47646140091 54.6094328626 -12
-6.47646140091 54.6073165492 -12
-6.47646140091 54.6038846895 -12
-6.47646140091 54.6014823877 -12
-6.47929203909 54.5993660742 -12
-6.48099042199 54.5979933304 -12
-6.48042429436 54.5959342146 -12
-6.47532914564 54.5931315291 -12
-6.4730646351 54.5924451572 -12
-6.47013964232 54.5917587853 -12
-6.46674287651 54.5900428554 -12
-6.46844125941 54.587926542 -12
-6.46844125941 54.5868969841 -12
-6.46787513178 54.5855242402 -12
-6.46900738705 54.5834651244 -12
-6.47013964232 54.5824355665 -12
-6.47193237983 54.5786033232 -12
-6.47080012456 54.5765442073 -12
-6.46787513178 54.5747710798 -12
-6.46447836597 54.572711964 -12
-6.46164772779 54.5713392202 -12
-6.45645822447 54.5706528482 -12
-6.45306145866 54.5706528482 -12
-6.44843808297 54.5720255921 -12
-6.4456074448 54.5723687781 -12
-6.44221067899 54.573398336 -12
-6.43645504803 54.5754574518 -12
-6.43249215458 54.5754574518 -12
-6.42966151641 54.5772305793 -12
-6.4278687789 54.5779169512 -12
-6.42560426835 54.5786033232 -12
-6.42503814072 54.5747710798 -12
-6.42560426835 54.57305515 -12
-6.42617039599 54.5692229067 -12
-6.42730265126 54.5671637909 -12
-6.43022764404 54.5651046751 -12
-6.43192602695 54.5633887452 -12
-6.43419053749 54.5619588037 -12
-6.43362440985 54.5602428738 -12
-6.42966151641 54.5602428738 -12
-6.42843490653 54.5619588037 -12
-6.42730265126 54.5630455593 -12
-6.42560426835 54.5651046751 -12
-6.42503814072 54.5678501628 -12
-6.42277363018 54.5688797207 -12
-6.419942992 54.5699664763 -12
-6.41758412686 54.5678501628 -12
-6.41645187159 54.5651046751 -12
-6.41531961632 54.5626451756 -12
-6.4102244676 54.5595565019 -12
-6.40909221233 54.558526944 -12
-6.40560109191 54.5571542001 -12
-6.40333658137 54.5553810726 -12
-6.4022043261 54.5540083288 -12
-6.39880756029 54.551262841 -12
-6.40163819847 54.5498328995 -12
-6.40446883664 54.5481169696 -12
-6.40277045374 54.5470874117 -12
-6.39824143266 54.5470874117 -12
-6.39644869515 54.5425687965 -12
-6.39644869515 54.5411960526 -12
-6.39531643988 54.5384505649 -12
-6.39305192933 54.537421007 -12
-6.39022129116 54.5405096807 -12
-6.39022129116 54.5429119824 -12
-6.39191967406 54.54468511 -12
-6.39305192933 54.5488033416 -12
-6.39191967406 54.5498328995 -12
-6.38616404311 54.5505764691 -12
-6.3827672773 54.550919655 -12
-6.37710600095 54.551606027 -12
-6.37135036999 54.5529787709 -12
-6.36795360418 54.5536651428 -12
-6.36568909364 54.5553810726 -12
-6.36446248376 54.5568110142 -12
-6.36333022849 54.558526944 -12
-6.35993346268 54.5605860598 -12
-6.3571028245 54.5612724318 -12
-6.35880120741 54.5633887452 -12
-6.35880120741 54.5692229067 -12
-6.35766895214 54.5713392202 -12
-6.35474395936 54.5706528482 -12
-6.35304557645 54.5688797207 -12
-6.35021493828 54.5681933488 -12
-6.34851655537 54.5668206049 -12
-6.34795042774 54.5630455593 -12
-6.34795042774 54.5605860598 -12
-6.3473843001 54.5578405721 -12
-6.34681817247 54.5571542001 -12
-6.34511978956 54.5592133159 -12
-6.34389317968 54.5598996879 -12
-6.33993028624 54.5605860598 -12
-6.33993028624 54.5623019897 -12
-6.33879803097 54.5647614891 -12
-6.33879803097 54.5675069768 -12
-6.33879803097 54.5699664763 -12
-6.33879803097 54.5720255921 -12
-6.33823190333 54.5737415219 -12
-6.33596739279 54.5775737652 -12
-6.33540126516 54.5792896951 -12
-6.33360852765 54.5834651244 -12
-6.33134401711 54.5855242402 -12
-6.3296456342 54.587926542 -12
-6.32681499602 54.5896996695 -12
-6.32511661312 54.5914155993 -12
-6.32455048548 54.5941610871 -12
-6.32455048548 54.5976501444 -12
-6.32851337893 54.6028551316 -12
-6.33077788947 54.6087464907 -12
-6.33077788947 54.6121783504 -12
